Match ID,Name,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
685,Stevie Ray,-275,235,36.36363636,235.0,10/26/2019,"Kallang, Singapore", Singapore,Blue,False,Lightweight,MALE,3,1,0,0,,0.44,0.6,0.75,0.46,3,4,23,0,1,1,2,2,0,0,6,Southpaw,177.8,177.8,155,1,0,0,,0.37,0.1,0.52,0.45,4,10,53,0,0,1,6,4,0,0,11,Southpaw,177.8,185.42,155,33,29,0,0,-1,-5,6,-30,0,-2,0,0.0,-7.62,4,0.0,0.5,0.23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3.0,5:00,900.0,0.0,0.0,78.0,85.0,173.0,188.0,0.45,0.45,81.0,104.0,176.0,207.0,0.0,1.0,0.0,4.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
686,Beneil Dariush,160,-185,160.0,54.05405405,10/26/2019,"Kallang, Singapore", Singapore,Blue,False,Lightweight,MALE,3,0,2,1,,0.49,0.9,1.77,0.34,5,4,32,0,0,1,4,1,4,0,10,Southpaw,177.8,182.88,155,0,1,0,,0.46,0.0,1.18,0.45,1,3,13,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,170,30,30,0,1,4,8,-1,19,0,0,4,0.0,-2.54,0,0.0,0.9,0.59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:02,122.0,0.0,0.0,3.0,13.0,9.0,18.0,0.33,0.72,3.0,14.0,9.0,19.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
687,Ciryl Gane,-325,265,30.76923077,265.0,10/26/2019,"Kallang, Singapore", Singapore,Red,False,Heavyweight,MALE,3,0,0,0,4.25,0.44,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,0,1,0,5.12,0.49,0.9,1.32,0.6,1,0,1,0,0,0,0,0,1,0,1,Orthodox,193.04,205.74,245,29,27,0,-1,-1,-1,0,-1,0,0,-1,5.08,0.0,2,-0.87,-0.9,-1.32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Muslim Salikhov,-165,145,60.60606061,145.0,10/26/2019,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,0,2,0,4.29,0.31,0.0,0.33,0.25,2,0,6,0,0,0,2,0,0,0,2,Orthodox,185.42,180.34,170,0,2,0,2.92,0.46,0.0,1.22,0.42,2,1,5,0,0,0,0,2,0,0,2,Orthodox,180.34,177.8,170,35,26,0,0,0,0,1,1,0,-2,0,5.08,2.54,9,1.37,0.0,-0.89,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,63.0,42.0,132.0,138.0,0.47,0.3,64.0,48.0,133.0,144.0,3.0,0.0,5.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,Randa Markos,-150,130,66.66666667,130.0,10/26/2019,"Kallang, Singapore", Singapore,Red,False,Women's Strawweight,FEMALE,3,0,2,0,3.1,0.42,0.5,1.33,0.38,2,3,15,0,0,1,1,0,0,0,2,Southpaw,170.18,175.26,115,1,0,1,3.01,0.41,0.3,1.38,0.27,1,6,32,0,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,34,32,1,2,1,-3,3,-17,0,0,-1,7.62,15.24,2,0.09,0.2,-0.05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,0.0,78.0,44.0,140.0,107.0,0.55,0.41,94.0,82.0,158.0,148.0,0.0,2.0,1.0,6.0,0.0,0.33,0.0,0.0,1.0,3.0,1.0,1.0
690,Rafael Fiziev,165,-190,165.0,52.63157895,10/26/2019,"Kallang, Singapore", Singapore,Blue,False,Lightweight,MALE,3,1,0,0,4.08,0.5,0.0,0.91,1.0,0,1,1,0,0,0,0,0,0,0,0,Switch,172.72,180.34,155,0,1,0,3.76,0.42,0.5,0.92,0.28,0,5,22,0,0,0,2,2,0,0,4,Southpaw,182.88,180.34,155,31,26,-1,-1,0,-4,4,-21,0,-2,0,-10.16,0.0,5,0.32,-0.5,-0.01,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,55.0,66.0,133.0,131.0,0.41,0.5,66.0,73.0,146.0,138.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Movsar Evloev,170,-200,170.0,50.0,10/26/2019,"Kallang, Singapore", Singapore,Blue,False,Featherweight,MALE,3,0,1,0,4.03,0.38,0.0,4.5,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,182.88,145,0,1,0,3.93,0.39,0.2,4.56,0.45,4,2,24,0,0,1,5,0,0,0,6,Orthodox,170.18,177.8,145,30,25,0,0,-3,-5,2,-21,0,0,0,0.0,5.08,5,0.1,-0.2,-0.06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,78.0,71.0,234.0,233.0,0.33,0.3,83.0,78.0,239.0,244.0,1.0,4.0,5.0,11.0,0.2,0.36,0.0,0.0,1.0,0.0,0.0,0.0
692,Sergei Pavlovich,200,-240,200.0,41.66666667,10/26/2019,"Kallang, Singapore", Singapore,Blue,False,Heavyweight,MALE,3,0,1,0,6.55,0.52,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,190.5,213.36,257,0,3,0,4.19,0.44,0.5,0.0,0.0,3,0,5,0,0,1,0,1,1,0,3,Orthodox,200.66,203.2,258,33,27,0,-2,-2,-2,-1,-3,0,0,-1,-10.16,10.16,6,2.36,-0.5,0.0,0,1,,15,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1.0,2:11,131.0,0.0,1.0,8.0,20.0,22.0,37.0,0.36,0.54,8.0,21.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Loma Lookboonmee,-135,115,74.07407407,115.0,10/26/2019,"Kallang, Singapore", Singapore,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.83,0.47,0.4,2.27,0.5,2,1,6,0,0,0,1,0,1,0,2,Orthodox,157.48,160.02,115,0,0,0,6.6,0.65,0.0,1.0,0.16,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,154.94,115,23,29,-1,0,2,2,-1,6,0,0,1,2.54,5.08,-6,-1.77,0.4,1.27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Raphael Pessoa Nunes,205,-245,205.0,40.81632653,10/26/2019,"Kallang, Singapore", Singapore,Red,False,Heavyweight,MALE,3,1,0,0,4.34,0.51,0.0,0.78,0.5,0,1,4,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,250,1,0,0,2.4,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,262,30,31,0,0,0,0,0,3,0,0,0,-2.54,-2.54,-1,1.94,0.0,0.78,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Conor McGregor,-305,275,32.78688525,275.0,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,5,2,0,0,,0.46,1.3,1.21,0.36,8,10,71,1,0,0,7,10,6,0,23,Orthodox,185.42,185.42,155,1,0,0,,0.48,0.0,0.75,0.62,7,2,24,4,1,0,1,7,0,0,9,Southpaw,175.26,187.96,155,31,36,-1,0,1,14,-8,47,-3,3,6,10.16,-2.54,-5,0.0,1.3,0.46,0,1,,,,,,,,,,,4.0,,,,13.0,,,,,,,,,5.0,,,,,neither,KO/TKO,Punches,1.0,0:40,40.0,1.0,0.0,19.0,0.0,26.0,1.0,0.73,0.0,20.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Holly Holm,-125,105,80.0,105.0,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,,0.45,0.9,1.14,0.26,4,4,32,1,0,2,3,0,2,0,7,Orthodox,170.18,170.18,135,1,0,0,,0.34,0.1,0.55,0.31,3,5,35,5,0,1,2,2,0,0,5,Southpaw,172.72,175.26,135,38,31,1,1,1,2,1,-3,-4,-2,2,-2.54,-5.08,7,0.0,0.8,0.59,0,1,5,3,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,0.0,0.0,30.0,38.0,62.0,78.0,0.48,0.48,81.0,55.0,129.0,95.0,0.0,1.0,3.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
697,Aleksei Oleinik,110,-120,110.0,83.33333333,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,,0.44,0.7,0.0,0.0,3,1,6,0,0,1,0,1,1,0,3,Orthodox,200.66,203.2,258,2,0,0,,0.51,2.4,2.69,0.39,2,4,14,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,42,33,1,0,1,-3,3,-8,0,0,-4,12.7,0.0,9,0.0,-1.7,-2.69,0,1,,12,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,2.0,4:38,578.0,0.0,0.0,7.0,13.0,22.0,29.0,0.31,0.44,25.0,38.0,46.0,54.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
698,Diego Ferreira,200,-220,200.0,45.45454545,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,5,0,,0.36,0.9,0.57,0.2,5,2,19,0,0,0,3,3,1,0,7,Orthodox,175.26,187.96,155,1,0,0,,0.46,1.2,0.69,0.54,5,8,43,4,0,1,1,3,4,0,9,Orthodox,177.8,182.88,155,32,34,1,5,0,-2,6,-24,-4,0,-3,-2.54,5.08,-2,0.0,-0.3,-0.12,0,1,,11,,,,,,,,9.0,11.0,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,1:46,406.0,0.0,0.0,22.0,25.0,45.0,53.0,0.48,0.47,28.0,43.0,51.0,74.0,0.0,3.0,0.0,7.0,0.0,0.42,0.0,1.0,0.0,4.0,0.0,0.0
699,Roxanne Modafferi,655,-830,655.0,12.04819277,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,3,0,,0.61,0.0,1.39,0.3,3,0,5,0,0,0,0,3,0,0,3,Switch,165.1,165.1,125,1,0,0,,0.31,0.1,1.51,0.2,1,4,19,1,0,1,0,1,0,0,2,Orthodox,170.18,175.26,125,37,21,1,3,2,1,4,-14,-1,2,0,-5.08,-10.16,16,0.0,-0.1,-0.12,0,1,9,7,7.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,1.0,0.0,19.0,16.0,43.0,31.0,0.44,0.51,112.0,25.0,155.0,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,3.0
700,Sodiq Yusuff,125,-135,125.0,74.07407407,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,3,0,,0.49,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,Orthodox,175.26,180.34,145,0,2,0,,0.37,0.2,2.44,0.46,2,5,31,0,0,1,4,2,0,0,8,Orthodox,180.34,187.96,145,29,26,0,1,1,-5,5,-26,0,0,0,-5.08,-7.62,3,0.0,-0.2,-2.44,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,49.0,73.0,145.0,155.0,0.33,0.47,56.0,90.0,152.0,177.0,3.0,0.0,7.0,0.0,0.42,0.0,0.0,1.0,0.0,5.0,0.0,1.0
701,Drew Dober,290,-320,290.0,31.25,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,,0.46,0.0,0.3,0.25,3,1,11,0,0,0,2,1,0,0,3,Southpaw,177.8,182.88,155,0,1,0,,0.39,0.1,0.96,0.17,3,5,27,0,0,0,3,4,1,0,8,Southpaw,172.72,177.8,155,31,24,0,2,0,-5,4,-16,0,-3,-1,5.08,5.08,7,0.0,-0.1,-0.66,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:10,70.0,1.0,0.0,13.0,7.0,26.0,11.0,0.5,0.63,13.0,7.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
702,Aleksa Camur,-115,105,86.95652174,105.0,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,2,0,0,,0.41,0.3,0.32,0.5,3,2,11,0,0,1,1,0,1,0,3,Orthodox,182.88,203.2,205,0,0,0,,0.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,24,21,-2,0,3,3,-2,11,0,0,1,-2.54,15.24,3,0.0,0.3,0.32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,80.0,44.0,165.0,131.0,0.48,0.33,88.0,60.0,174.0,148.0,1.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Askar Askarov,130,-140,130.0,71.42857143,1/18/2020,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,0,1,,0.47,0.0,4.0,0.36,0,0,3,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,1,0,0,,0.46,1.4,4.28,0.63,2,7,28,1,0,0,3,0,1,0,4,Southpaw,170.18,167.64,135,33,27,1,0,-2,-4,7,-25,-1,0,-1,-2.54,2.54,6,0.0,-1.4,-0.28,0,1,12,7,,,,,,,,,,,,7.0,,,,,,,,,,,,,12.0,,Red,U-DEC,,3.0,5:00,900.0,0.0,0.0,47.0,73.0,111.0,150.0,0.42,0.48,86.0,96.0,157.0,173.0,3.0,0.0,11.0,7.0,0.27,0.0,0.0,0.0,1.0,2.0,0.0,0.0
704,Brian Kelleher,125,-135,125.0,74.07407407,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,0.47,3.2,3.23,1.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,185.42,135,2,0,0,,0.45,0.6,1.25,0.26,2,3,12,0,0,0,1,1,1,0,3,Switch,167.64,167.64,135,33,38,2,0,-2,-3,3,-12,0,-1,-1,2.54,17.78,-5,0.0,2.6,1.98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Sabina Mazo,-105,-105,95.23809524,95.23809524,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,,0.4,0.0,0.36,0.25,3,2,17,0,0,0,4,0,0,0,4,Southpaw,165.1,170.18,125,0,1,0,,0.54,0.0,2.0,1.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,125,22,27,0,0,2,3,-1,11,0,0,0,-5.08,-7.62,-5,0.0,0.0,-1.64,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,0.0,118.0,58.0,323.0,144.0,0.36,0.4,121.0,69.0,327.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,Jorge Masvidal,-155,135,64.51612903,135.0,11/2/2019,"New York City, New York, USA", USA,Red,False,Welterweight,MALE,5,0,1,0,,0.45,1.4,1.19,0.3,5,9,60,1,0,1,3,1,9,0,15,Southpaw,182.88,193.04,170,0,2,0,,0.47,0.4,1.7,0.59,3,6,44,0,0,0,5,6,1,0,11,Orthodox,180.34,187.96,170,35,34,0,-1,2,4,-3,16,1,-5,8,2.54,5.08,1,0.0,1.0,-0.51,0,1,6,3,,,,,,,,3.0,,,,,,,,,,,,,6.0,,,,,,Red,KO/TKO,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
707,Darren Till,-200,170,50.0,170.0,11/2/2019,"New York City, New York, USA", USA,Blue,False,Middleweight,MALE,3,2,0,1,,0.46,0.0,0.66,0.41,4,2,21,0,0,0,3,2,0,0,5,Southpaw,182.88,187.96,185,1,0,0,,0.43,0.1,0.8,0.35,5,4,41,1,0,3,2,3,2,0,10,Southpaw,175.26,180.34,185,28,27,-1,0,-1,-5,2,-20,-1,-1,-2,7.62,7.62,1,0.0,-0.1,-0.14,0,1,,4,,,,,,,4.0,,,,,,,,,,,,,,8.0,,,,,,Red,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
708,Stephen Thompson,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA,Red,False,Welterweight,MALE,3,0,6,0,,0.53,1.0,0.82,0.5,6,2,22,0,0,1,0,5,3,0,10,Orthodox,180.34,190.5,170,2,0,1,,0.44,0.0,0.36,0.45,7,4,40,2,0,0,4,5,0,0,9,Orthodox,182.88,190.5,170,36,28,2,6,-1,1,2,-18,-2,0,3,-2.54,0.0,8,0.0,1.0,0.46,0,1,14,9,,,,,,,,9.0,,,,,,,,,,,,,14.0,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
709,Derrick Lewis,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA,Red,False,Heavyweight,MALE,3,0,2,0,,0.38,0.2,1.07,0.62,2,1,11,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,2,0,0,,0.49,0.0,0.52,0.25,6,5,38,1,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,34,33,2,2,-4,-10,4,-27,-1,-10,0,-10.16,-15.24,1,0.0,0.2,0.55,0,1,9,5,,,,,5.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
710,Kevin Lee,150,-170,150.0,58.82352941,11/2/2019,"New York City, New York, USA", USA,Red,False,Lightweight,MALE,3,0,6,0,,0.49,0.9,7.02,0.47,6,0,11,0,0,0,1,3,2,0,6,Orthodox,170.18,180.34,155,2,0,0,,0.42,0.9,3.23,0.42,5,2,40,1,0,1,3,2,4,0,10,Orthodox,175.26,195.58,170,27,23,2,6,1,-4,2,-29,-1,1,-2,-5.08,-15.24,4,0.0,0.0,3.79,0,1,11,8,,,,,,,,,8.0,,,,,,,,,,,,,11.0,,,,,Red,KO/TKO,Kick,1.0,2:47,167.0,,,,,,,,,,,,,,,,,,,,,,,,
711,Corey Anderson,155,-175,155.0,57.14285714,11/2/2019,"New York City, New York, USA", USA,Red,False,Light Heavyweight,MALE,3,0,3,0,,0.69,2.3,0.75,1.0,3,0,3,0,0,0,0,3,0,0,3,Orthodox,198.12,208.28,205,0,3,0,,0.46,0.0,4.98,0.5,3,4,34,0,0,0,7,2,0,0,9,Orthodox,190.5,200.66,205,30,27,0,0,0,-6,4,-31,0,1,0,7.62,7.62,3,0.0,2.3,-4.23,0,1,10,7,,,,,,7.0,,,,,,,,,,,,,10.0,,,,,,,,Red,KO/TKO,Punches,1.0,2:07,127.0,,,,,,,,,,,,,,,,,,,,,,,,
712,Shane Burgos,-220,180,45.45454545,180.0,11/2/2019,"New York City, New York, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,,0.47,1.5,3.39,0.34,3,1,13,0,0,1,1,1,2,0,5,Southpaw,177.8,182.88,145,0,2,0,,0.5,0.2,0.36,1.0,3,1,16,0,0,1,2,1,1,0,5,Orthodox,180.34,190.5,145,28,31,0,0,0,0,0,-3,0,0,1,-2.54,-7.62,-3,0.0,1.3,3.03,0,1,,12,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3.0,4:32,872.0,,,,,,,,,,,,,,,,,,,,,,,,
713,Edmen Shahbazyan,160,-185,160.0,54.05405405,11/2/2019,"New York City, New York, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,,0.52,0.8,6.77,0.4,3,0,5,0,0,1,0,1,1,0,3,Orthodox,187.96,187.96,185,1,0,0,,0.4,0.0,1.03,0.27,5,5,48,0,0,2,8,2,0,0,12,Orthodox,185.42,187.96,185,31,21,1,3,-2,-9,5,-43,0,-1,1,2.54,0.0,10,0.0,0.8,5.74,0,1,14,12,,,,,,,12.0,,,,,,,,,,,,,14.0,,,,,,,Red,KO/TKO,Kick,1.0,2:27,147.0,,,,,,,,,,,,,,,,,,,,,,,,
714,Jairzinho Rozenstruik,140,-160,140.0,62.5,11/2/2019,"New York City, New York, USA", USA,Blue,False,Heavyweight,MALE,3,0,2,0,,0.46,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,193.04,198.12,242,0,1,0,,0.44,0.3,0.52,0.36,6,16,76,5,0,1,5,11,1,0,19,Orthodox,190.5,195.58,240,40,31,0,1,-4,-17,16,-73,-5,-9,-1,2.54,2.54,9,0.0,-0.3,-0.52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:29,29.0,,,,,,,,,,,,,,,,,,,,,,,,
715,Katlyn Chookagian,-135,115,74.07407407,115.0,11/2/2019,"New York City, New York, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,2,0,,0.38,0.0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,125,0,1,0,,0.32,0.1,0.0,0.0,3,2,24,0,0,1,4,0,0,0,5,Orthodox,175.26,172.72,125,30,31,0,1,-1,-3,1,-15,0,0,0,-12.7,-10.16,-1,0.0,-0.1,0.25,0,1,5,1,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
716,Lyman Good,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA,Red,False,Welterweight,MALE,3,0,2,0,,0.2,0.3,1.35,0.26,2,1,7,0,0,0,1,0,1,0,2,Southpaw,187.96,190.5,170,1,0,0,,0.49,0.0,0.38,1.0,1,2,7,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,34,32,1,2,1,0,1,0,0,-2,1,5.08,2.54,2,0.0,0.3,0.97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,2:03,723.0,,,,,,,,,,,,,,,,,,,,,,,,
717,Hakeem Dawodu,-110,-110,90.90909091,90.90909091,11/2/2019,"New York City, New York, USA", USA,Blue,False,Featherweight,MALE,3,0,3,0,,0.46,0.0,0.0,0.0,3,1,10,0,0,1,1,1,0,0,3,Orthodox,172.72,185.42,145,0,1,0,,0.36,0.6,0.58,0.3,2,1,12,0,0,0,1,1,1,0,3,Southpaw,170.18,177.8,145,30,28,0,2,1,0,0,-2,0,0,-1,2.54,7.62,2,0.0,-0.6,-0.58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
718,Zabit Magomedsharipov,-275,235,36.36363636,235.0,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,False,Featherweight,MALE,5,0,2,0,,0.41,0.0,0.47,0.33,2,1,11,0,0,0,1,3,0,0,4,Orthodox,180.34,182.88,145,0,5,0,,0.48,0.8,5.22,0.56,5,0,13,0,0,0,2,0,3,0,5,Orthodox,185.42,185.42,145,28,31,0,-3,-3,-1,-1,-2,0,3,-3,-5.08,-2.54,-3,0.0,-0.8,-4.75,0,1,11,5,,,,,,,,,,5.0,,,,,,,,,,,,,11.0,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
719,Alekander Volkov,-270,230,37.03703704,230.0,11/9/2019,"Moscow, Moscow, Russia", Russia,Red,False,Heavyweight,MALE,3,0,2,0,,0.49,0.0,0.0,0.0,2,1,10,0,0,0,0,2,0,0,2,Orthodox,195.58,203.2,265,1,0,0,,0.6,0.2,0.75,0.75,4,1,16,0,0,1,1,2,0,0,4,Orthodox,200.66,203.2,250,31,31,1,2,-2,-2,0,-6,0,0,0,-5.08,0.0,0,0.0,-0.2,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
